uid,Age,Gender,Preferred Positions,Nationality,LivingIn,Experience,Languages Known,Skills,Created date,Last access
224129,32,Female,"Personal Assistant, Receptionist, Sales, Administrations, Office Manager, Sales Coordinator",Ukraine,France,10+ years,"English, Polish, Russian, Ukrainian",,04/22/2020,06/17/2020
183256,28,Female,"Guest Relations Agent, Host/Hostess, Model, Personal Assistant, Receptionist, Sales",Ukraine,United Arab Emirates,10+ years,"English, Russian, Ukrainian",,10/14/2019,06/17/2020
77588,30,Male,"Bar Manager, Bar Supervisor, Floor Supervisor, Retail Sales Executive, Sales, Sommelier",South Africa,United Arab Emirates,10+ years,"Afrikaans, English, French, Kongo, Swahili","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",10/03/2017,06/17/2020
111506,24,Female,Waiter /Waitress,Kenya,United Arab Emirates,2 years,"English, Swahili",,08/31/2018,06/17/2020
180611,32,Male,"Assistant Restaurant Manager, Bar Supervisor, Sommelier",India,United Arab Emirates,10+ years,"English, Hindi, Punjabi","Adaptability, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",10/04/2019,06/17/2020
240021,25,Female,"Host/Hostess, Waiter /Waitress, Receptionist, Cabin Crew",Zimbabwe,United Arab Emirates,5+ years,"English, Shona","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",06/04/2020,06/17/2020
133012,28,Male,Bartender / Barmaid,Turkey,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Confidence, Creativity, Management Skills, Perseverance, Persuading, Problem Solving, Self Motivated, Team Work Skills",01/06/2019,06/17/2020
178386,19,Female,"Host/Hostess, Waiter /Waitress, Sales, Barista",Ukraine,United Arab Emirates, 4 years,"English, Polish, Russian, Ukrainian","Confidence, Creativity, Flexibility, IT Skills, Organisation Skills, Self Motivated, Team Work Skills",09/25/2019,06/17/2020
242167,25,Female,Host/Hostess,Nepal,United Arab Emirates, 4 years,English,,06/09/2020,06/17/2020
130838,25,Female,"Personal Assistant, Receptionist, Customer Service, Reservations, Sales Coordinator, VIP Waiter/Waitress",Nepal,United Arab Emirates,3 years,"English, Hindi, Nepali","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",12/20/2018,06/17/2020
243597,26,Female,"Host/Hostess, Personal Assistant, Receptionist, Administrations, Cabin Crew, VIP Waiter/Waitress",Philippines,United Arab Emirates, 4 years,"English, Tagalog",,06/12/2020,06/17/2020
48830,36,Male,"Club Manager, Events Manager, Fitness Trainer, Gym Manager, Personal Trainer",United States,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",07/24/2016,06/17/2020
181292,20,Female,"Host/Hostess, Model, Personal Assistant, Receptionist, Social Media Expert, Waiter /Waitress",United Kingdom,Spain,2 years,"English, Spanish",,10/07/2019,06/17/2020
222902,41,Male,Waiter /Waitress,India,United Arab Emirates,10+ years,"Arabic, English, Hindi",,04/21/2020,06/17/2020
245661,21,Female,"Personal Assistant, Receptionist, Administrations, Cabin Crew, Customer Service, VIP Waiter/Waitress",United Kingdom,United Kingdom,2 years,English,,06/17/2020,06/17/2020
202285,19,Male,"Waiter /Waitress, Receptionist, Guest Relations Agent",Uzbekistan,Uzbekistan,2 years,"English, Russian, Tajik, Turkish, Uzbek","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/20/2020,06/17/2020
234850,26,Female,"Events Manager, Marketing Manager, Social Media Expert",Serbia,United Arab Emirates,5+ years,"English, French, Serbian","Communication Skills, Confidence, Creativity, Decision Making, Interpersonal Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",05/21/2020,06/17/2020
230124,32,Female,"Cabin Crew, HR Manager, HR Officer, Promoter, Restaurant Manager",Greece,United Arab Emirates,1 year,"English, Greek",,05/06/2020,06/17/2020
245611,35,Male,"Administrations, Brand ambassador, Customer Service, Guest Relations Manager, Marketing Executive",Kenya,United Arab Emirates,10+ years,"English, Swahili",,06/17/2020,06/17/2020
115194,26,Male,"Assistant Club Manager, Assistant Restaurant Manager, Cabin Crew, Floor Supervisor",Albania,United Arab Emirates,5+ years,"English, Italian, Spanish","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",09/11/2018,06/17/2020
212574,21,Male,"Sales, Barista, Cashier, Fitness Trainer, Model, Sales Coordinator",Nepal,United Arab Emirates,,,,03/21/2020,06/17/2020
124283,28,Female,Personal Assistant,United Kingdom,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Organisation Skills, Proactive, Self Motivated, Time Management, Work Under  Pressure",11/07/2018,06/17/2020
128904,29,Male,"Bartender / Barmaid, Sales, Waiter /Waitress",Cameroon,United Arab Emirates,5+ years,"English, French","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",12/06/2018,06/17/2020
245599,39,Male,"Waiter /Waitress, Sales, Administrations, Cashier, Customer Service, HR coordinator",Uganda,United Arab Emirates,3 years,English,"Communication Skills, Computing Skills, Creativity, Decision Making, Interpersonal Skills, IT Skills, Leadership  Skills, Management Skills, Numeracy Skills, Problem Solving, Team Work Skills, Work Under  Pressure",06/17/2020,06/17/2020
245593,37,Female,"Personal Assistant, Guest Relations Manager, HR Officer, Intern, Office Manager, Social Media Expert",Russia,United Arab Emirates,10+ years,"English, Russian","Adaptability, Communication Skills, Creativity, Organisation Skills, Time Management, Work Under  Pressure",06/17/2020,06/17/2020
173072,28,Male,"Assistant General Manager, Assistant Restaurant Manager, Floor Manager, Front Of The House Manager, Restaurant Manager",Egypt,United Arab Emirates,5+ years,"Arabic, English","Creativity, Decision Making, IT Skills, Work Under  Pressure",09/02/2019,06/17/2020
118516,30,Female,"Personal Assistant, Receptionist, Customer Service, Events Coordinator, Head Host/Hostess, Sales Coordinator",India,United Arab Emirates,5+ years,"English, Hindi","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",09/27/2018,06/17/2020
99029,47,Male,General Manager,United Kingdom,United Arab Emirates,20+ years,English,"Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Proactive, Problem Solving, Team Work Skills, Work Under  Pressure, Written Communication",04/22/2018,06/17/2020
245365,24,Female,"Host/Hostess, Brand ambassador",Macedonia,Macedonia, 4 years,English,Creativity,06/16/2020,06/17/2020
224016,25,Female,"Administrations, Customer Service, Marketing Coordinator",India,United Arab Emirates,5+ years,"English, Hindi","Adaptability, Creativity, Decision Making, Flexibility, Management Skills, Time Management, Written Communication",04/22/2020,06/17/2020
149699,27,Female,"Personal Assistant, Receptionist, Administrations, Events Coordinator, Front Of The House Manager, HR Officer",United Kingdom,United Arab Emirates,10+ years,English,"Adaptability, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",04/28/2019,06/17/2020
140911,28,Female,"Administrations, Guest Relations Manager, Head Host/Hostess, Host/Hostess, Reservations",South Africa,United Arab Emirates, 4 years,English,"Adaptability, Communication Skills, Confidence, Creativity, Flexibility, Organisation Skills, Perseverance, Problem Solving, Team Work Skills, Time Management",02/24/2019,06/17/2020
102192,29,Female,Chef,Philippines,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Confidence, Flexibility, Language Skills, Leadership  Skills, Persuading, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",06/06/2018,06/17/2020
180965,25,Male,"Barista, Cashier, Customer Service, Waiter /Waitress",Philippines,United Arab Emirates, 4 years,"English, Filipino, Indonesian","Adaptability, Communication Skills, Confidence, Creativity, Flexibility, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",10/05/2019,06/17/2020
245101,22,Female,Personal Assistant,Morocco,United Arab Emirates, 4 years,"Arabic, English, French","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",06/16/2020,06/17/2020
243347,40,Male,Waiter /Waitress,France,United Kingdom,10+ years,French,,06/12/2020,06/17/2020
208400,28,Female,"Customer Service, Events Coordinator, Floor Supervisor, Guest Relations Manager, Head Host/Hostess, Sales Coordinator",Philippines,United Arab Emirates,5+ years,English,"Communication Skills, Confidence, Decision Making, Leadership  Skills, Management Skills, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",03/09/2020,06/17/2020
245601,32,Female,"Personal Assistant, Administrations, Customer Service, Guest Relations Manager, Head Host/Hostess",Morocco,United Arab Emirates,5+ years,"Arabic, English, French",,06/17/2020,06/17/2020
76496,31,Male,"Customer Service, Floor Supervisor, Sales, Sales Coordinator, VIP Waiter/Waitress, Waiter /Waitress",Kenya,United Arab Emirates,5+ years,"English, Swahili","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Marketing Skills, Negotiation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",09/18/2017,06/17/2020
228324,23,Female,"Host/Hostess, Waiter /Waitress, Personal Assistant, Receptionist, Sales, Barista",Ukraine,United Arab Emirates, 4 years,"English, Russian, Ukrainian","Adaptability, Communication Skills, Confidence, Flexibility, Interpersonal Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",05/01/2020,06/17/2020
216141,22,Female,Host/Hostess,United Kingdom,United Kingdom,1 year,English,,04/01/2020,06/17/2020
223610,34,Male,"Personal Assistant, Administrations, Office Manager, Operations Manager",Sudan,United Arab Emirates,10+ years,"Arabic, English","Communication Skills, Computing Skills, Creativity, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",04/22/2020,06/17/2020
192486,32,Male,"Bartender / Barmaid, Bar Supervisor, Floor Supervisor",South Africa,United Arab Emirates,5+ years,"Afrikaans, Dutch, English, Sesotho, Setswana, Xhosa, Zulu","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Persuading, Proactive, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",11/19/2019,06/17/2020
192017,31,Male,"VIP Waiter/Waitress, Waiter /Waitress",Morocco,United Arab Emirates,5+ years,"Arabic, English, French",,11/16/2019,06/17/2020
178780,33,Male,Bartender / Barmaid,Kenya,United Arab Emirates,5+ years,English,Leadership  Skills,09/27/2019,06/17/2020
242215,33,Male,Waiter /Waitress,Sri Lanka,United Arab Emirates,10+ years,"English, Hindi, Sinhala",,06/09/2020,06/17/2020
94836,25,Female,Assistant Restaurant Manager,Egypt,United Arab Emirates, 4 years,"Arabic, English, French","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",03/03/2018,06/17/2020
